iso_code;continent;location;date;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_deaths_smoothed_per_million;reproduction_rate;icu_patients;icu_patients_per_million;hosp_patients;hosp_patients_per_million;weekly_icu_admissions;weekly_icu_admissions_per_million;weekly_hosp_admissions;weekly_hosp_admissions_per_million;new_tests;total_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;positive_rate;tests_per_case;tests_units;total_vaccinations;new_vaccinations;new_vaccinations_smoothed;total_vaccinations_per_hundred;new_vaccinations_smoothed_per_million;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index
ITA;Europe;Italy;29/12/2020;20674870;112100;12873857;730290;6590;455286;34194914;185406;212925;1207853;10899;753;86;2549.0;42.159;26211.0;433.513;;;;;128740.0;26243558.0;434.052;2.129;124120.0;2.053;0.104;9.6;tests performed;9919.0;1177.0;1250.0;0.02;21.0;8426;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;30/12/2020;20836890;162020;13201571;736040;5750;458429;34462885;267971;218346;1217363;951;7582;9;2528.0;41.812;26094.0;431.578;;;;;169045.0;26412603.0;436.848;2.796;122003.0;2.018;0.108;9.2;tests performed;14655.0;4736.0;2412.0;0.02;40.0;8426;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;31/12/2020;21071660;234770;13978429;741590;5550;465571;34851179;388295;231194;1226542;9179;77;;2555.0;42.258;25706.0;425.161;;;;;186004.0;26598607.0;439.924;3.076;120892.0;1.999;0.116;8.6;tests performed;38389.0;23734.0;7742.0;0.06;128.0;8796;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;01/01/2021;21293760;222100;14431714;746210;4620;4660;35218518;367339;238691;1234184;7641;7707;;2553.0;42.225;25375.0;419.686;;;;;157524.0;26756131.0;442.529;2.605;121634.0;2.012;0.119;8.4;tests performed;49457.0;11068.0;8407.0;0.08;139.0;8796;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;02/01/2021;21412010;118250;14634571;749850;3640;480714;35414096;195578;242046;1240204;602;7951;;2569.0;42.49;25517.0;422.035;;;;;67174.0;26823305.0;443.64;1.111;119578.0;1.978;0.122;8.2;tests performed;87892.0;38435.0;13412.0;0.15;222.0;8796;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;03/01/2021;21554460;142450;15392857;753320;3470;486714;356497;235603;254588;1245943;5739;805;;2583.0;42.721;25658.0;424.367;;;3253.504;53.811;102974.0;26926279.0;445.343;1.703;125735.0;2.08;0.122;8.2;tests performed;122621.0;34729.0;16457.0;0.2;272.0;8796;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;04/01/2021;21662440;107980;15709571;756800;3480;472857;35828292;178592;259826;1251699;5756;7821;;;;;;;;;;77993.0;27004272.0;446.633;1.29;127065.0;2.102;0.124;8.1;tests performed;191290.0;68669.0;26078.0;0.32;431.0;8796;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;05/01/2021;21816190;153750;16304571;763290;6490;471429;36082584;254293;269667;1262433;10734;7797;;;;;;;;;;135106.0;27139378.0;448.868;2.235;127974.0;2.117;0.127;7.8;tests performed;270091.0;78801.0;37167.0;0.45;615.0;8796;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;06/01/2021;22019450;203260;16893714;768770;5480;467571;36418763;336179;279411;1271496;9064;7733;;;;;;;;;;178596.0;27317974.0;451.822;2.954;129339.0;2.139;0.131;7.7;tests performed;334529.0;64438.0;45696.0;0.55;756.0;8796;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;07/01/2021;22203610;184160;16170714;772910;4140;447429;36723352;304589;267453;1278344;6847;74;;;;;;;;;;121275.0;27439249.0;453.828;2.006;120092.0;1.986;0.135;7.4;tests performed;425688.0;91159.0;55328.0;0.7;915.0;8796;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;08/01/2021;22378900;175290;155020;779110;6200;4700;37013271;289918;256393;1288598;10254;7773;;;;;;;;;;140267.0;27579516.0;456.148;2.32;117626.0;1.945;0.132;7.6;tests performed;516941.0;91253.0;66783.0;0.85;1105.0;8796;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;09/01/2021;22578660;199760;16666429;783940;4830;4870;37343661;33039;275652;1296587;7989;8055;;;;;;;;;;172119.0;27751635.0;458.994;2.847;132619.0;2.193;0.126;8.0;tests performed;601662.0;84721.0;73396.0;1.0;1214.0;8796;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;10/01/2021;22764910;186250;17292143;787550;3610;4890;37651706;308046;286001;1302557;5971;8088;;;;;;;;;;139758.0;27891393.0;461.306;2.312;137873.0;2.28;0.125;8.0;tests performed;661112.0;59450.0;76927.0;1.09;1272.0;8796;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;11/01/2021;22890210;125300;17539571;792030;4480;503286;37858945;207238;290093;1309967;741;8324;;;;;;;;;;91656.0;27983049.0;462.822;1.516;139825.0;2.313;0.125;8.0;tests performed;736675.0;75563.0;77912.0;1.22;1289.0;;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;12/01/2021;23032630;142420;17377714;798190;6160;498571;38094498;235554;287416;1320155;10188;8246;;;;;;;;;;141641.0;28124690.0;465.164;2.343;140759.0;2.328;0.123;8.1;tests performed;812356.0;75681.0;77466.0;1.34;1281.0;;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;13/01/2021;23190360;157730;16727286;803260;5070;492714;38355374;260875;276659;1328541;8385;8149;;;;;;;;;;;;;;;;;;;885814.0;73458.0;78755.0;1.47;1303.0;;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
