iso_code;continent;location;date;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_deaths_smoothed_per_million;reproduction_rate;icu_patients;icu_patients_per_million;hosp_patients;hosp_patients_per_million;weekly_icu_admissions;weekly_icu_admissions_per_million;weekly_hosp_admissions;weekly_hosp_admissions_per_million;new_tests;total_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;positive_rate;tests_per_case;tests_units;total_vaccinations;new_vaccinations;new_vaccinations_smoothed;total_vaccinations_per_hundred;new_vaccinations_smoothed_per_million;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index
ITA;Europe;Italy;11/10/2020;3549500;54560;4231571;361660;260;25714;5870646;90239;69987;598163;43;425;163;420.0;6.947;4939.0;81.688;;;3501.924;57.92;104658.0;12564713.0;207.812;1.731;111515.0;1.844;0.038;26.4;tests performed;;;;;;5556;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;12/10/2020;3595690;46190;45690;362050;390;290;5947041;76395;75568;598808;645;48;161;452.0;7.476;5273.0;87.212;;;;;85442.0;12650155.0;209.225;1.413;115116.0;1.904;0.04;25.2;tests performed;;;;;;5556;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;13/10/2020;3654670;58980;5029143;362460;410;30857;6044591;97549;83179;599486;678;51;164;514.0;8.501;5590.0;92.455;;;;;112544.0;12762699.0;211.087;1.861;116944.0;1.934;0.043;23.3;tests performed;;;;;;5556;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;14/10/2020;3727990;73320;5551286;362890;430;32571;6165857;121267;91815;600197;711;539;168;539.0;8.915;6009.0;99.385;;;;;152196.0;12914895.0;213.604;2.517;120785.0;1.998;0.046;21.8;tests performed;;;;;;500;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;15/10/2020;3816020;88030;61720;363720;830;41286;6311453;145596;102081;60157;1373;683;171;586.0;9.692;6382.0;105.554;;;;;162932.0;13077827.0;216.299;2.695;125761.0;2.08;0.049;20.4;tests performed;;;;;;500;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;16/10/2020;3916110;100090;6834429;364270;550;45143;6476996;165542;113037;602479;91;747;172;638.0;10.552;6816.0;112.732;;;;;150377.0;13228204.0;218.786;2.487;128748.0;2.129;0.053;18.8;tests performed;;;;;;500;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;17/10/2020;4025360;109250;7577429;364740;470;47714;6657688;180693;125326;603257;777;789;171;705.0;11.66;7322.0;121.101;;;;;165837.0;13394041.0;221.529;2.743;133427.0;2.207;0.057;17.6;tests performed;;;;;;500;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;18/10/2020;4142410;117050;8470143;365430;690;53857;6851281;193593;140091;604398;1141;891;168;750.0;12.405;7881.0;130.347;;;6295.65;104.126;146541.0;13540582.0;223.953;2.424;139410.0;2.306;0.061;16.5;tests performed;;;;;;500;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;19/10/2020;4235780;93370;9144143;366160;730;58714;7005709;154428;151238;605605;1207;971;164;797.0;13.182;8473.0;140.138;;;;;98862.0;13639444.0;225.588;1.635;141327.0;2.337;0.065;15.5;tests performed;;;;;;500;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;20/10/2020;4344490;108710;9854571;367050;890;65571;7185509;179799;162988;607077;1472;1085;164;870.0;14.389;9324.0;154.213;;;;;144737.0;13784181.0;227.982;2.394;145926.0;2.414;0.068;14.8;tests performed;;;;;;500;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;21/10/2020;4496480;151990;10978429;368320;1270;77571;7436891;251382;181576;609178;21;1283;168;926.0;15.315;9983.0;165.112;;;;;177848.0;13962029.0;230.923;2.941;149591.0;2.474;0.073;13.6;tests performed;;;;;;500;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;22/10/2020;4657260;160780;12017714;369680;1360;85143;770281;26592;198765;611427;2249;1408;168;992.0;16.407;10686.0;176.74;;;;;170392.0;14132421.0;233.741;2.818;150656.0;2.492;0.08;12.5;tests performed;;;;;;500;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;23/10/2020;4848690;191430;13322571;370590;910;90286;8019423;316613;220347;612932;1505;1493;168;1049.0;17.35;11598.0;191.824;;;;;182032.0;14314453.0;236.752;3.011;155178.0;2.567;0.086;11.6;tests performed;;;;;;6667;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;24/10/2020;5045090;196400;14567571;372100;1510;105143;8344256;324833;240938;61543;2497;1739;165;1128.0;18.656;12415.0;205.336;;;;;177669.0;14492122.0;239.69;2.939;156869.0;2.595;0.093;10.8;tests performed;;;;;;6667;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;25/10/2020;5257820;212730;15934429;373380;1280;113571;8696098;351842;263545;617547;2117;1878;161;1208.0;19.98;13214.0;218.551;;;10373.549;171.572;161880.0;14654002.0;242.368;2.677;159060.0;2.631;0.1;10.0;tests performed;;;;;;6667;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;26/10/2020;5427890;170070;17030143;374790;1410;123286;8977383;281285;281668;619879;2332;2039;156;1284.0;21.237;14281.0;236.199;;;;;124686.0;14778688.0;244.43;2.062;162749.0;2.692;0.105;9.6;tests performed;;;;;;6667;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;27/10/2020;5647780;219890;18618429;377000;2210;142143;9341067;363684;307937;623534;3655;2351;155;1411.0;23.337;15366.0;254.144;;;;;174398.0;14953086.0;247.314;2.884;166986.0;2.762;0.111;9.0;tests performed;;;;;;6667;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;28/10/2020;5897660;249880;20016857;379050;2050;153286;9754353;413286;331066;626924;3391;2535;155;1536.0;25.404;16517.0;273.181;;;;;198952.0;15152038.0;250.605;3.291;170001.0;2.812;0.118;8.5;tests performed;;;;;;6667;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;29/10/2020;6165950;268290;21552714;381220;2170;164857;10198087;443735;356468;630514;3589;2727;153;1651.0;27.306;17615.0;291.341;;;;;201452.0;15353490.0;253.937;3.332;174438.0;2.885;0.124;8.1;tests performed;;;;;;6667;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;30/10/2020;6476740;310790;23257857;383210;1990;180286;10712114;514027;38467;633805;3291;2982;151;1746.0;28.878;18740.0;309.948;;;;;215085.0;15568575.0;257.494;3.557;179160.0;2.963;0.13;7.7;tests performed;;;;;;6667;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;31/10/2020;6794300;317560;24988714;386180;2970;201143;11237338;525224;413297;638717;4912;3327;146;1843.0;30.482;19809.0;327.628;;;;;215886.0;15784461.0;261.065;3.571;184620.0;3.053;0.135;7.4;tests performed;;;;;;6667;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;01/11/2020;7093350;299050;26221857;388260;2080;212571;11731948;49461;433693;642157;344;3516;14;1939.0;32.07;20841.0;344.697;;;14166.966;234.313;183457.0;15967918.0;264.099;3.034;187702.0;3.104;0.14;7.2;tests performed;;;;;;6667;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;02/11/2020;7315880;222530;26971286;390590;2330;225714;12099998;36805;446088;646011;3854;3733;134;2022.0;33.443;21862.0;361.584;;;;;135731.0;16103649.0;266.344;2.245;189280.0;3.131;0.142;7.0;tests performed;;;;;;6667;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;03/11/2020;7598290;282410;27864429;394120;3530;244571;12567086;467088;46086;651849;5838;4045;132;2225.0;36.8;23339.0;386.012;;;;;182287.0;16285936.0;269.359;3.015;190407.0;3.149;0.146;6.8;tests performed;;;;;;6667;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;04/11/2020;7903770;305480;28658714;397640;3520;265571;13072331;505244;473997;657671;5822;4392;132;2292.0;37.908;24408.0;403.693;;;;;211831.0;16497767.0;272.863;3.504;192247.0;3.18;0.149;6.7;tests performed;;;;;;6667;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;05/11/2020;8248790;345020;29754857;401920;4280;295714;13642972;570641;492126;66475;7079;4891;131;2391.0;39.546;25647.0;424.185;;;;;219884.0;16717651.0;276.499;3.637;194880.0;3.223;0.153;6.5;tests performed;;;;;;6667;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;06/11/2020;8626810;378020;30715286;406380;4460;3310;14268192;625221;508011;672127;7377;5475;13;2515.0;41.596;26520.0;438.624;;;;;234245.0;16951896.0;280.374;3.874;197617.0;3.268;0.155;6.4;tests performed;;;;;;7685;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;07/11/2020;9024900;398090;31865714;410630;4250;349286;14926608;658415;527039;679156;7029;5777;126;2634.0;43.565;27743.0;458.851;;;;;231673.0;17183569.0;284.205;3.832;199873.0;3.306;0.159;6.3;tests performed;;;;;;7685;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;08/11/2020;9351040;326140;32252714;413940;3310;366857;15466023;539415;533439;68463;5475;6068;121;2749.0;45.467;29189.0;482.767;;;17113.951;283.054;191144.0;17374713.0;287.367;3.161;200971.0;3.324;0.16;6.2;tests performed;;;;;;7685;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;09/11/2020;9603730;252690;32683571;417500;3560;384429;15883956;417933;540565;690518;5888;6358;117;2849.0;47.121;30485.0;504.202;;;;;147725.0;17522438.0;289.81;2.443;202684.0;3.352;0.161;6.2;tests performed;;;;;;7685;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;10/11/2020;9954630;350900;336620;423300;5800;416857;16464322;580366;556748;700111;9593;6895;116;2971.0;49.138;31604.0;522.71;;;;;217758.0;17740196.0;293.412;3.602;207751.0;3.436;0.162;6.2;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;11/11/2020;10284240;329610;34006714;429530;6230;455571;17009476;545154;562449;710415;10304;7535;115;3081.0;50.958;32525.0;537.943;;;;;225640.0;17965836.0;297.143;3.732;209724.0;3.469;0.162;6.2;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;12/11/2020;10664010;379770;34503143;435890;6360;485286;17637591;628115;57066;720934;10519;8026;115;3170.0;52.43;33043.0;546.51;;;;;234672.0;18200508.0;301.025;3.881;211837.0;3.504;0.163;6.1;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;13/11/2020;11073030;409020;349460;441390;5500;500143;18314084;676493;577985;730031;9097;8272;113;3230.0;53.422;34144.0;564.72;;;;;254908.0;18455416.0;305.241;4.216;214789.0;3.552;0.163;6.1;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;14/11/2020;11445520;372490;34580286;446830;5440;517143;18930159;616075;571936;739028;8997;8553;11;3306.0;54.679;34704.0;573.982;;;;;227695.0;18683111.0;309.007;3.766;214220.0;3.543;0.161;6.2;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;15/11/2020;11785290;339770;347750;452290;5460;547857;19492117;561958;575156;748059;903;9061;106;3422.0;56.598;35469.0;586.635;;;16756.346;277.139;195275.0;18878386.0;312.236;3.23;214810.0;3.553;0.162;6.2;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;16/11/2020;12058810;273520;35072571;457330;5040;5690;19944501;452385;580078;756395;8336;9411;103;3492.0;57.755;36028.0;595.88;;;;;152663.0;19031049.0;314.761;2.525;215516.0;3.564;0.163;6.1;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;17/11/2020;12380720;321910;34658429;464640;7310;590571;2047692;532419;573228;768485;1209;9768;102;3612.0;59.74;36686.0;606.763;;;;;208458.0;19239507.0;318.209;3.448;214187.0;3.543;0.162;6.2;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;18/11/2020;12723520;342800;34846857;472170;7530;609143;21043889;566969;576345;780939;12454;10075;101;3670.0;60.699;37174.0;614.834;;;;;234834.0;19474341.0;322.093;3.884;215501.0;3.564;0.162;6.2;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;19/11/2020;13085280;361760;34589571;478700;6530;611571;21642217;598328;572089;791739;108;10115;101;3712.0;61.394;37322.0;617.282;;;;;250186.0;19724527.0;326.231;4.138;217717.0;3.601;0.159;6.3;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;20/11/2020;13457670;372390;34066286;485690;6990;632857;22258126;615909;563435;8033;11561;10467;99;3748.0;61.99;37705.0;623.617;;;;;238077.0;19962604.0;330.169;3.938;215313.0;3.561;0.158;6.3;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;21/11/2020;13805310;347640;33711286;492610;6920;6540;22833101;574974;557563;814745;11445;10817;95;3758.0;62.155;37821.0;625.535;;;;;237225.0;20199829.0;334.092;3.924;216674.0;3.584;0.156;6.4;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;22/11/2020;14088680;283370;32905571;498230;5620;656286;23301776;468676;544237;824041;9295;10855;91;3801.0;62.866;38080.0;629.819;;;14718.9;243.441;188747.0;20388576.0;337.214;3.122;215741.0;3.568;0.153;6.6;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;23/11/2020;14317950;229270;32273429;504530;6300;674286;23680974;379198;533782;83446;1042;11152;87;3810.0;63.015;38507.0;636.881;;;;;148945.0;20537521.0;339.677;2.463;215210.0;3.559;0.15;6.7;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;24/11/2020;14550220;232270;30992857;513060;8530;691714;24065134;38416;512602;848568;14108;11441;86;3816.0;63.114;38393.0;634.996;;;;;188659.0;20726180.0;342.798;3.12;212382.0;3.513;0.146;6.9;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;25/11/2020;14808740;258520;29788857;520280;7220;687286;2449271;427576;492689;86051;11941;11367;86;3848.0;63.643;38161.0;631.159;;;;;230007.0;20956187.0;346.602;3.804;211692.0;3.501;0.141;7.1;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;26/11/2020;15098750;290010;28763857;528500;8220;711429;24972368;479658;475736;874105;13595;11767;87;3846.0;63.61;37884.0;626.577;;;;;232711.0;21188898.0;350.451;3.849;209196.0;3.46;0.137;7.3;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;27/11/2020;15382170;283420;27492857;536770;8270;729714;25441126;468759;454714;887783;13678;12069;86;3782.0;62.552;37466.0;619.664;;;;;222803.0;21411701.0;354.136;3.685;207014.0;3.424;0.133;7.5;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;28/11/2020;15645320;263150;26285857;543630;6860;728857;2587636;435233;434751;899129;11346;12055;84;3762.0;62.221;37061.0;612.965;;;;;225940.0;21637641.0;357.873;3.737;205402.0;3.397;0.128;7.8;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;29/11/2020;15851780;206460;25187143;549040;5410;725857;26217831;341472;416579;908077;8948;12005;81;3753.0;62.072;36632.0;605.87;;;11932.185;197.351;176934.0;21814575.0;360.799;2.926;203714.0;3.369;0.124;8.1;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;30/11/2020;16015540;163760;24251286;555760;6720;731857;2648868;270849;401101;919192;11114;12104;79;3744.0;61.923;36931.0;610.815;;;;;130524.0;21945099.0;362.958;2.159;201083.0;3.326;0.121;8.3;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;01/12/2020;16209010;193470;236970;563610;7850;722143;26808667;319987;391933;932175;12983;11944;8;3663.0;60.584;36474.0;603.257;;;;;182100.0;22127199.0;365.97;3.012;200146.0;3.31;0.118;8.4;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;02/12/2020;16416100;207090;22962286;570450;6840;716714;2715118;342514;379782;943488;11313;11854;82;3616.0;59.806;36070.0;596.575;;;;;207143.0;22334342.0;369.396;3.426;196879.0;3.256;0.117;8.6;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;03/12/2020;16648290;232190;22136286;580380;9930;741143;27535208;384027;36612;959911;16424;12258;83;3597.0;59.492;35369.0;584.981;;;;;220047.0;22554389.0;373.035;3.639;195070.0;3.226;0.113;8.8;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;04/12/2020;16889390;241100;21531714;588520;8140;739286;27933972;398764;356121;973374;13463;12227;84;3567.0;58.996;34767.0;575.024;;;;;212741.0;22767130.0;376.554;3.519;193633.0;3.203;0.111;9.0;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;05/12/2020;17099910;210520;20779857;595140;6620;735857;28282158;348187;343686;984324;10949;12171;82;3517.0;58.169;33675.0;556.963;;;;;194984.0;22962114.0;379.779;3.225;189210.0;3.129;0.11;9.1;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;06/12/2020;17288780;188870;20528571;600780;5640;739143;28594537;312379;339529;993652;9328;12225;8;3454.0;57.127;33845.0;559.775;;;10024.959;165.806;163550.0;23125664.0;382.484;2.705;187298.0;3.098;0.11;9.1;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;07/12/2020;17425570;136790;20143286;606060;5280;718571;28820779;226242;333157;1002385;8733;11885;78;3382.0;55.936;33906.0;560.784;;;;;111217.0;23236881.0;384.323;1.839;184540.0;3.052;0.109;9.2;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;08/12/2020;17573940;148370;194990;612400;6340;6970;29066174;245394;322501;101287;10486;11528;78;3345.0;55.324;33426.0;552.845;;;;;149232.0;23386113.0;386.791;2.468;179845.0;2.975;0.108;9.2;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;09/12/2020;17701490;127550;18362714;617390;4990;670571;29277133;21096;303708;1021124;8253;11091;79;3320.0;54.911;32973.0;545.352;;;;;118475.0;23504588.0;388.751;1.96;167178.0;2.765;0.11;9.1;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;10/12/2020;17871470;169980;174740;626260;8870;655429;29558269;281136;289009;1035794;1467;1084;83;3291.0;54.431;32379.0;535.528;;;;;171586.0;23676174.0;391.589;2.838;160255.0;2.651;0.109;9.2;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;11/12/2020;18058730;187260;16704857;633870;7610;647857;29867985;309716;276288;104838;12586;10715;86;3265.0;54.001;31827.0;526.398;;;;;190416.0;23866590.0;394.738;3.149;157066.0;2.598;0.106;9.4;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;12/12/2020;18257750;199020;16540571;640360;6490;6460;30197152;329166;27357;1059115;10734;10684;87;3199.0;52.909;31265.0;517.103;;;;;196439.0;24063029.0;397.987;3.249;157274.0;2.601;0.105;9.5;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;13/12/2020;18437120;179370;16404857;645200;4840;634571;30493818;296667;271326;106712;8005;10495;87;3158.0;52.231;30893.0;510.95;;;8533.436;141.138;152697.0;24215726.0;400.513;2.526;155723.0;2.576;0.105;9.5;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;14/12/2020;18557370;120250;16168571;650110;4910;629286;30692704;198886;267418;107524;8121;10408;85;3095.0;51.189;30860.0;510.405;;;;;103584.0;24319310.0;402.226;1.713;154633.0;2.558;0.105;9.6;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;15/12/2020;18705760;148390;16168857;658570;8460;659571;30938132;245428;267423;1089233;13992;10909;87;3003.0;49.668;30345.0;501.887;;;;;164431.0;24483741.0;404.945;2.72;156804.0;2.593;0.103;9.7;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;16/12/2020;18881440;175680;16856429;665370;6800;685429;31228695;290563;278795;1100479;11247;11337;89;2926.0;48.394;29823.0;493.253;;;;;199489.0;24683230.0;408.245;3.299;168377.0;2.785;0.1;10.0;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;17/12/2020;19063770;182330;17032857;672200;6830;656286;31530257;301562;281713;1111776;11296;10855;9;2855.0;47.22;29282.0;484.306;;;;;-47510.0;24635720.0;407.459;-0.786;137078.0;2.267;0.124;8.0;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;18/12/2020;19217780;154010;16557857;678940;6740;643857;3178498;254723;273856;1122923;11148;10649;89;2819.0;46.624;28588.0;472.827;;;;;179800.0;24815520.0;410.433;2.974;135561.0;2.242;0.122;8.2;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;19/12/2020;19380830;163050;160440;684470;5530;630143;32054654;269674;265358;113207;9146;10422;88;2784.0;46.046;28148.0;465.55;;;;;176185.0;24991705.0;413.347;2.914;132668.0;2.194;0.121;8.3;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;20/12/2020;19531850;151020;156390;687990;3520;611286;32304432;249777;258659;1137891;5822;1011;87;2743.0;45.367;27901.0;461.465;;;7597.853;125.664;137420.0;25129125.0;415.62;2.273;130486.0;2.158;0.12;8.3;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;21/12/2020;19640540;108690;15473857;692140;4150;600429;32484198;179766;255928;1144755;6864;9931;86;2731.0;45.169;27876.0;461.051;;;;;87889.0;25217014.0;417.073;1.454;128243.0;2.121;0.121;8.3;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;22/12/2020;19773700;133160;15256286;698420;6280;569286;32704436;220238;252329;1155142;10387;9416;87;2687.0;44.441;27635.0;457.065;;;;;157705.0;25374719.0;419.682;2.608;127283.0;2.105;0.12;8.3;tests performed;;;;;;7963;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;23/12/2020;19912780;139080;14733429;703950;5530;551143;32934466;230029;243681;1164288;9146;9116;89;2624.0;43.399;27170.0;449.374;;;;;183864.0;25558583.0;422.723;3.041;125050.0;2.068;0.118;8.5;tests performed;;;;;;8148;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;24/12/2020;20093170;180390;14705714;709000;5050;525714;33232819;298354;243223;1172641;8352;8695;91;2589.0;42.82;26659.0;440.923;;;;;193777.0;25752360.0;425.928;3.205;159520.0;2.638;0.092;10.8;tests performed;;;;;;8796;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;25/12/2020;20283540;190370;15225143;713590;4590;4950;33547679;31486;251814;1180232;7592;8187;9;2584.0;42.738;25986.0;429.792;;;;;152334.0;25904694.0;428.447;2.52;155596.0;2.573;0.098;10.2;tests performed;;;;;;8796;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;26/12/2020;20387590;104050;14382286;716200;2610;453286;33719771;172092;237874;1184549;4317;7497;85;2580.0;42.672;25892.0;428.237;;;;;81564.0;25986258.0;429.796;1.349;142079.0;2.35;0.101;9.9;tests performed;;;;;;8796;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;27/12/2020;20476960;89370;13501571;719250;3050;446571;33867583;147812;223307;1189594;5045;7386;82;2580.0;42.672;26151.0;432.521;;;6692.321;110.687;59879.0;26046137.0;430.786;0.99;131002.0;2.167;0.103;9.7;tests performed;7420.0;;;0.01;;8796;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
ITA;Europe;Italy;28/12/2020;20562770;85810;13174714;723700;4450;450857;34009508;141924;217901;1196954;736;7457;83;2565.0;42.423;26497.0;438.243;;;;;68681.0;26114818.0;431.922;1.136;128258.0;2.121;0.103;9.7;tests performed;8742.0;1322.0;1322.0;0.01;22.0;8426;604618280;205859;479;23021;1624;35220084;20;113151;478;198;278;;318;8351;88
